FIPS,NAME,population,population_formatted,log_pop,quantile
01001,"Autauga County, Alabama",59947,"59,947",4.777774698636658,0.7222222222222222
01003,"Baldwin County, Alabama",246989,"246,989",5.392679370131183,0.909993792675357
01005,"Barbour County, Alabama",24643,"24,643",4.391711200121372,0.48044692737430167
01007,"Bibb County, Alabama",22130,"22,130",4.345001038178042,0.452203600248293
01009,"Blount County, Alabama",59518,"59,518",4.774655625862247,0.7203600248292986
01011,"Bullock County, Alabama",10058,"10,058",4.002554808148482,0.23153320918684048
01013,"Butler County, Alabama",18630,"18,630",4.270236165837012,0.39385474860335196
01015,"Calhoun County, Alabama",116090,"116,090",5.0647985521947065,0.8308504034761018
01017,"Chambers County, Alabama",34192,"34,192",4.533937206274463,0.5782122905027933
01019,"Cherokee County, Alabama",25443,"25,443",4.4055853869044945,0.49130974549968964
01021,"Chilton County, Alabama",45992,"45,992",4.662691738361882,0.6638733705772812
01023,"Choctaw County, Alabama",12380,"12,380",4.092755723597079,0.276536312849162
01025,"Clarke County, Alabama",22543,"22,543",4.353030975765281,0.4588764742396027
01027,"Clay County, Alabama",14192,"14,192",4.152074202768228,0.31440099317194287
01029,"Cleburne County, Alabama",15426,"15,426",4.188281479522667,0.33891992551210426
01031,"Coffee County, Alabama",54920,"54,920",4.739738436258237,0.7063935443823712
01033,"Colbert County, Alabama",58022,"58,022",4.763600179650431,0.7153941651148356
01035,"Conecuh County, Alabama",11275,"11,275",4.052155067199565,0.25496585971446306
01037,"Coosa County, Alabama",10300,"10,300",4.01287938717129,0.2361887026691496
01039,"Covington County, Alabama",37628,"37,628",4.575522676989739,0.6070763500931099
01041,"Crenshaw County, Alabama",13122,"13,122",4.118033128828567,0.29329608938547486
01043,"Cullman County, Alabama",90566,"90,566",4.956969982129155,0.7932960893854749
01045,"Dale County, Alabama",49599,"49,599",4.695481676490197,0.6834264432029795
01047,"Dallas County, Alabama",36858,"36,858",4.566543548452964,0.5999379267535692
01049,"DeKalb County, Alabama",72269,"72,269",4.858958054718006,0.7603972687771571
01051,"Elmore County, Alabama",89526,"89,526",4.951954031770081,0.7917442582247052
01053,"Escambia County, Alabama",36629,"36,629",4.563836918664545,0.595903165735568
01055,"Etowah County, Alabama",103105,"103,105",5.013283938717773,0.8122284295468652
01057,"Fayette County, Alabama",16053,"16,053",4.205583258640754,0.3494723774053383
01059,"Franklin County, Alabama",31966,"31,966",4.504701881045554,0.5586592178770949
01061,"Geneva County, Alabama",26887,"26,887",4.429558499461421,0.5090006207324643
01063,"Greene County, Alabama",7424,"7,424",3.8706964579892498,0.1610800744878957
01065,"Hale County, Alabama",14829,"14,829",4.171141151028382,0.3265052762259466
01067,"Henry County, Alabama",17647,"17,647",4.246695495096115,0.3789571694599628
01069,"Houston County, Alabama",108140,"108,140",5.0339903812602635,0.8202979515828678
01071,"Jackson County, Alabama",53053,"53,053",4.724718133052417,0.6977032898820609
01073,"Jefferson County, Alabama",667755,"667,755",5.8246177989849635,0.9683426443202979
01075,"Lamar County, Alabama",13693,"13,693",4.1365303235313,0.30291744258224707
01077,"Lauderdale County, Alabama",95830,"95,830",4.98150602005074,0.8004345127250155
01079,"Lawrence County, Alabama",33276,"33,276",4.522144166712047,0.5698324022346368
01081,"Lee County, Alabama",181134,"181,134",5.258002375428495,0.8823711980136562
01083,"Limestone County, Alabama",111233,"111,233",5.046237554831028,0.824643078833023
01085,"Lowndes County, Alabama",9833,"9,833",3.992730203954143,0.22656734947237742
01087,"Macon County, Alabama",18691,"18,691",4.2716557723522754,0.3950962135319677
01089,"Madison County, Alabama",405718,"405,718",5.608225346383006,0.9435133457479826
01091,"Marengo County, Alabama",18851,"18,851",4.275357431087598,0.3978895096213532
01093,"Marion County, Alabama",29184,"29,184",4.465159697646179,0.5350713842333954
01095,"Marshall County, Alabama",99748,"99,748",4.998908550507569,0.8075729360645562
01097,"Mobile County, Alabama",412590,"412,590",5.615519750314381,0.9444444444444444
01099,"Monroe County, Alabama",19388,"19,388",4.2875554106423355,0.40471756672873993
01101,"Montgomery County, Alabama",226718,"226,718",5.355487917344812,0.9022346368715084
01103,"Morgan County, Alabama",124471,"124,471",5.095071667792273,0.8376784605834885
01105,"Perry County, Alabama",8031,"8,031",3.9048236998009442,0.1765983860955928
01107,"Pickens County, Alabama",18721,"18,721",4.272352240906794,0.3957169459962756
01109,"Pike County, Alabama",32987,"32,987",4.518355985891093,0.5664183736809435
01111,"Randolph County, Alabama",22510,"22,510",4.352394787974109,0.4577901924270639
01113,"Russell County, Alabama",58811,"58,811",4.769465948560255,0.7184978274363749
01115,"St. Clair County, Alabama",94166,"94,166",4.973898734758674,0.797951582867784
01117,"Shelby County, Alabama",230211,"230,211",5.362127957860031,0.9047175667287399
01119,"Sumter County, Alabama",11878,"11,878",4.074779882331932,0.26784605834885167
01121,"Talladega County, Alabama",81021,"81,021",4.908602959388711,0.7774674115456238
01123,"Tallapoosa County, Alabama",40938,"40,938",4.612137230124581,0.6315952824332712
01125,"Tuscaloosa County, Alabama",237552,"237,552",5.375760519390959,0.9081315952824333
01127,"Walker County, Alabama",64841,"64,841",4.811856401851496,0.7364990689013036
01129,"Washington County, Alabama",15143,"15,143",4.180240600955741,0.33209186840471755
01131,"Wilcox County, Alabama",10172,"10,172",4.007449044497749,0.234016139044072
01133,"Winston County, Alabama",23682,"23,682",4.374436714981712,0.47082557417752946
02013,"Aleutians East Borough, Alaska",3491,"3,491",3.543074235033532,0.06952203600248293
02016,"Aleutians West Census Area, Alaska",5235,"5,235",3.718999637878718,0.10800744878957169
02020,"Anchorage Municipality, Alaska",288976,"288,976",5.460863278152458,0.9227188081936686
02050,"Bethel Census Area, Alaska",18394,"18,394",4.2646997921671455,0.3898199875853507
02060,"Bristol Bay Borough, Alaska",918,918,2.9633155113861114,0.009931719428926133
02063,"Chugach Census Area, Alaska",6862,"6,862",3.8365139988906716,0.14804469273743018
02066,"Copper River Census Area, Alaska",2626,"2,626",3.4194600727860704,0.049348230912476726
02068,"Denali Borough, Alaska",1969,"1,969",3.294466226161593,0.031036623215394164
02070,"Dillingham Census Area, Alaska",4724,"4,724",3.674401812845282,0.09435133457479826
02090,"Fairbanks North Star Borough, Alaska",95460,"95,460",4.97982597949814,0.7995034140285537
02100,"Haines Borough, Alaska",2086,"2,086",3.3195224490654542,0.03382991930477964
02105,"Hoonah-Angoon Census Area, Alaska",2311,"2,311",3.3639878297484915,0.040968342644320296
02110,"Juneau City and Borough, Alaska",31794,"31,794",4.502358829319633,0.5577281191806331
02122,"Kenai Peninsula Borough, Alaska",60413,"60,413",4.781137591240428,0.7237740533829919
02130,"Ketchikan Gateway Borough, Alaska",13768,"13,768",4.138902399933594,0.30415890751086283
02150,"Kodiak Island Borough, Alaska",12771,"12,771",4.106258909867408,0.2861576660459342
02158,"Kusilvak Census Area, Alaska",8176,"8,176",3.9125939977521056,0.1818746120422098
02164,"Lake and Peninsula Borough, Alaska",1013,"1,013",3.0060379549973173,0.011483550589695841
02170,"Matanuska-Susitna Borough, Alaska",112988,"112,988",5.0530361649715925,0.8274363749224084
02180,"Nome Census Area, Alaska",9866,"9,866",3.994185128202317,0.2271880819366853
02185,"North Slope Borough, Alaska",10810,"10,810",4.0338658673479,0.24581005586592178
02188,"Northwest Arctic Borough, Alaska",7441,"7,441",3.871689665685515,0.16201117318435754
02195,"Petersburg Borough, Alaska",3409,"3,409",3.5327543789924976,0.0670391061452514
02198,"Prince of Wales-Hyder Census Area, Alaska",5715,"5,715",3.7570922201189325,0.12042209807572936
02220,"Sitka City and Borough, Alaska",8368,"8,368",3.922673567858554,0.18684047175667287
02230,"Skagway Municipality, Alaska",1244,"1,244",3.095169351431755,0.01520794537554314
02240,"Southeast Fairbanks Census Area, Alaska",7068,"7,068",3.849357981661299,0.15285536933581625
02275,"Wrangell City and Borough, Alaska",2088,"2,088",3.3199384399803087,0.03414028553693358
02282,"Yakutat City and Borough, Alaska",527,527,2.722633922533812,0.002793296089385475
02290,"Yukon-Koyukuk Census Area, Alaska",5195,"5,195",3.71566914240099,0.10552451893234016
04001,"Apache County, Arizona",65341,"65,341",4.815192423308544,0.7389819987585351
04003,"Cochise County, Arizona",125566,"125,566",5.098875518374249,0.8392302917442582
04005,"Coconino County, Arizona",144508,"144,508",5.159894895733532,0.8547486033519553
04007,"Gila County, Arizona",53795,"53,795",4.730749984913417,0.7008069522036002
04009,"Graham County, Arizona",39232,"39,232",4.59365151826543,0.6201117318435754
04011,"Greenlee County, Arizona",9409,"9,409",3.973589623427257,0.2132216014897579
04012,"La Paz County, Arizona",16664,"16,664",4.221805317996549,0.3609559279950341
04013,"Maricopa County, Arizona",4559748,"4,559,748",6.658940936761984,0.9990689013035382
04015,"Mohave County, Arizona",220517,"220,517",5.343444044967659,0.9006828057107387
04017,"Navajo County, Arizona",108415,"108,415",5.0350933799785755,0.8206083178150217
04019,"Pima County, Arizona",1060490,"1,060,490",6.025506987169485,0.9863438857852266
04021,"Pinal County, Arizona",469006,"469,006",5.671179324673903,0.952513966480447
04023,"Santa Cruz County, Arizona",48926,"48,926",4.689548587446254,0.681253879577902
04025,"Yavapai County, Arizona",245480,"245,480",5.390017883772711,0.909373060211049
04027,"Yuma County, Arizona",211741,"211,741",5.32580701087293,0.8981998758535071
05001,"Arkansas County, Arkansas",16515,"16,515",4.217904874202665,0.3578522656734947
05003,"Ashley County, Arkansas",18429,"18,429",4.265525335219074,0.39013035381750466
05005,"Baxter County, Arkansas",42407,"42,407",4.62744779121837,0.6405959031657356
05007,"Benton County, Arkansas",303632,"303,632",5.482348970580035,0.9264432029795159
05009,"Boone County, Arkansas",38138,"38,138",4.581369301710106,0.6123525760397269
05011,"Bradley County, Arkansas",10208,"10,208",4.008983203815472,0.23432650527622595
05013,"Calhoun County, Arkansas",4704,"4,704",3.6725596277632757,0.09404096834264432
05015,"Carroll County, Arkansas",28626,"28,626",4.456775838007211,0.5291744258224705
05017,"Chicot County, Arkansas",9765,"9,765",3.9897167199481047,0.22377405338299194
05019,"Clark County, Arkansas",21125,"21,125",4.324817275453828,0.4379267535692117
05021,"Clay County, Arkansas",14280,"14,280",4.154758619154177,0.3159528243327126
05023,"Cleburne County, Arkansas",25226,"25,226",4.401865607199611,0.4888268156424581
05025,"Cleveland County, Arkansas",7453,"7,453",3.8723893884178207,0.16294227188081936
05027,"Columbia County, Arkansas",22349,"22,349",4.349277527467955,0.4546865301055245
05029,"Conway County, Arkansas",21054,"21,054",4.323355245756284,0.43606455617628803
05031,"Craighead County, Arkansas",113249,"113,249",5.05403821068487,0.8283674736188703
05033,"Crawford County, Arkansas",61139,"61,139",4.78632543439007,0.7265673494723774
05035,"Crittenden County, Arkansas",47266,"47,266",4.674558038842128,0.6731843575418994
05037,"Cross County, Arkansas",16543,"16,543",4.218640521413849,0.3584729981378026
05039,"Dallas County, Arkansas",6242,"6,242",3.795393334931289,0.1334574798261949
05041,"Desha County, Arkansas",10786,"10,786",4.032900678732676,0.2451893234016139
05043,"Drew County, Arkansas",17046,"17,046",4.2316479611536,0.36902545003103665
05045,"Faulkner County, Arkansas",127717,"127,717",5.106252109086288,0.8414028553693358
05047,"Franklin County, Arkansas",17326,"17,326",4.238723375395398,0.3739913097454997
05049,"Fulton County, Arkansas",12302,"12,302",4.090011024007147,0.27529484792054626
05051,"Garland County, Arkansas",100035,"100,035",5.000156317877955,0.8078833022967101
05053,"Grant County, Arkansas",18242,"18,242",4.2610962581323335,0.38640595903165736
05055,"Greene County, Arkansas",46432,"46,432",4.666826744001209,0.6688392302917443
05057,"Hempstead County, Arkansas",19508,"19,508",4.290235008727561,0.40720049658597146
05059,"Hot Spring County, Arkansas",33180,"33,180",4.520889470535162,0.569211669770329
05061,"Howard County, Arkansas",12583,"12,583",4.0998187096152305,0.28274363749224085
05063,"Independence County, Arkansas",38175,"38,175",4.581790421990248,0.6135940409683427
05065,"Izard County, Arkansas",14009,"14,009",4.146438135285774,0.3094351334574798
05067,"Jackson County, Arkansas",16712,"16,712",4.2230544131791055,0.361576660459342
05069,"Jefferson County, Arkansas",64802,"64,802",4.8115951116312,0.7355679702048417
05071,"Johnson County, Arkansas",26003,"26,003",4.415040157367443,0.4993792675356921
05073,"Lafayette County, Arkansas",6136,"6,136",3.787956123283932,0.13097454996896338
05075,"Lawrence County, Arkansas",16238,"16,238",4.210559281810724,0.3541278708876474
05077,"Lee County, Arkansas",8359,"8,359",3.9222062774390163,0.186219739292365
05079,"Lincoln County, Arkansas",12950,"12,950",4.11230330337593,0.2908131595282433
05081,"Little River County, Arkansas",11821,"11,821",4.0726909550128685,0.265983860955928
05083,"Logan County, Arkansas",21277,"21,277",4.327930804554236,0.43947858472998136
05085,"Lonoke County, Arkansas",75272,"75,272",4.876639225154536,0.7672253258845437
05087,"Madison County, Arkansas",17329,"17,329",4.238798562713917,0.3743016759776536
05089,"Marion County, Arkansas",17228,"17,228",4.236260071000829,0.3718187461204221
05091,"Miller County, Arkansas",42360,"42,360",4.626966203780956,0.6399751707014277
05093,"Mississippi County, Arkansas",39126,"39,126",4.5924765503440055,0.6198013656114215
05095,"Monroe County, Arkansas",6589,"6,589",3.8188854145940097,0.1409062693978895
05097,"Montgomery County, Arkansas",8553,"8,553",3.932169245920792,0.19118559900682805
05099,"Nevada County, Arkansas",8159,"8,159",3.9116901587538613,0.1803227808814401
05101,"Newton County, Arkansas",7112,"7,112",3.8520528086978505,0.15363128491620112
05103,"Ouachita County, Arkansas",22085,"22,085",4.34411706783031,0.4511173184357542
05105,"Perry County, Arkansas",10101,"10,101",4.0044073641763305,0.23215394165114836
05107,"Phillips County, Arkansas",15450,"15,450",4.188956592526399,0.3398510242085661
05109,"Pike County, Arkansas",10115,"10,115",4.0050088206723675,0.23277467411545624
05111,"Poinsett County, Arkansas",22543,"22,543",4.353030975765281,0.4588764742396027
05113,"Polk County, Arkansas",19361,"19,361",4.286950215787549,0.40440720049658596
05115,"Pope County, Arkansas",64131,"64,131",4.807074783896966,0.7330850403476101
05117,"Prairie County, Arkansas",8064,"8,064",3.9066043717249803,0.17737430167597765
05119,"Pulaski County, Arkansas",399818,"399,818",5.601863428599229,0.9425822470515208
05121,"Randolph County, Arkansas",18838,"18,838",4.275057846120968,0.39757914338919925
05123,"St. Francis County, Arkansas",22400,"22,400",4.3502674060479185,0.4553072625698324
05125,"Saline County, Arkansas",127479,"127,479",5.105442054801695,0.840782122905028
05127,"Scott County, Arkansas",9816,"9,816",3.9919787909945836,0.22532588454376165
05129,"Searcy County, Arkansas",7859,"7,859",3.895422546039408,0.17473618870266916
05131,"Sebastian County, Arkansas",128900,"128,900",5.1102562865760355,0.8417132216014898
05133,"Sevier County, Arkansas",15712,"15,712",4.196259110505376,0.3438857852265674
05135,"Sharp County, Arkansas",17773,"17,773",4.249785175832251,0.3808193668528864
05137,"Stone County, Arkansas",12568,"12,568",4.099300726233463,0.2824332712600869
05139,"Union County, Arkansas",37900,"37,900",4.578650668774207,0.6101800124146493
05141,"Van Buren County, Arkansas",15998,"15,998",4.204092838402539,0.34854127870887647
05143,"Washington County, Arkansas",256765,"256,765",5.4095375155417855,0.9130974549968963
05145,"White County, Arkansas",77838,"77,838",4.891197247901719,0.7703289882060832
05147,"Woodruff County, Arkansas",6026,"6,026",3.7801011914679115,0.12849162011173185
05149,"Yell County, Arkansas",20134,"20,134",4.30395163394345,0.41868404717566726
06001,"Alameda County, California",1649473,"1,649,473",6.217345474324817,0.9941030415890751
06003,"Alpine County, California",1616,"1,616",3.208710019906401,0.0223463687150838
06005,"Amador County, California",41428,"41,428",4.617304450562998,0.6343885785226567
06007,"Butte County, California",207929,"207,929",5.317917153566756,0.8960273122284296
06009,"Calaveras County, California",46248,"46,248",4.665102346822574,0.6675977653631285
06011,"Colusa County, California",21984,"21,984",4.342126469955725,0.44909993792675357
06013,"Contra Costa County, California",1165012,"1,165,012",6.066330771539518,0.9882060831781502
06015,"Del Norte County, California",27107,"27,107",4.433097476967988,0.5117939168218498
06017,"El Dorado County, California",192662,"192,662",5.284798318502321,0.8876474239602731
06019,"Fresno County, California",1016725,"1,016,725",6.007203929598303,0.9857231533209186
06021,"Glenn County, California",28494,"28,494",4.454768661309849,0.5279329608938548
06023,"Humboldt County, California",134541,"134,541",5.1288578792893125,0.8479205462445686
06025,"Imperial County, California",180202,"180,202",5.255762016790661,0.8820608317815022
06027,"Inyo County, California",18739,"18,739",4.272769586551759,0.3960273122284296
06029,"Kern County, California",915075,"915,075",5.961457165115567,0.9807572936064556
06031,"Kings County, California",153298,"153,298",5.185539321873955,0.8597144630664184
06033,"Lake County, California",68152,"68,152",4.833484977628795,0.7507759155803848
06035,"Lassen County, California",30356,"30,356",4.482258850628527,0.5434512725015518
06037,"Los Angeles County, California",9808667,"9,808,667",6.991610034951159,1.0
06039,"Madera County, California",160940,"160,940",5.206666695469454,0.867163252638113
06041,"Marin County, California",257969,"257,969",5.411569203668632,0.9137181874612043
06043,"Mariposa County, California",17082,"17,082",4.232564140886783,0.36995654872749845
06045,"Mendocino County, California",90244,"90,244",4.955423149275055,0.792675356921167
06047,"Merced County, California",290201,"290,201",5.462700401161575,0.9233395406579764
06049,"Modoc County, California",8600,"8,600",3.934548947666147,0.19366852886405958
06051,"Mono County, California",13148,"13,148",4.118892725373621,0.2936064556176288
06053,"Monterey County, California",437613,"437,613",5.641091207350715,0.9490999379267536
06055,"Napa County, California",134869,"134,869",5.129915357504422,0.8485412787088765
06057,"Nevada County, California",102481,"102,481",5.01064759234639,0.8112973308504035
06059,"Orange County, California",3165820,"3,165,820",6.500486355595842,0.9984481688392303
06061,"Placer County, California",419156,"419,156",5.622376723354066,0.9453755431409062
06063,"Plumas County, California",19423,"19,423",4.288338669395164,0.4062693978895096
06065,"Riverside County, California",2478600,"2,478,600",6.39420662057785,0.9972067039106145
06067,"Sacramento County, California",1594006,"1,594,006",6.202490224246228,0.9931719428926132
06069,"San Benito County, California",67290,"67,290",4.827956982326332,0.7473618870266915
06071,"San Bernardino County, California",2197104,"2,197,104",6.341850812419347,0.9959652389819987
06073,"San Diego County, California",3288774,"3,288,774",6.517034162445574,0.9987585350713842
06075,"San Francisco County, California",830235,"830,235",5.919201560965382,0.9767225325884544
06077,"San Joaquin County, California",797334,"797,334",5.901640828401954,0.9751707014276847
06079,"San Luis Obispo County, California",281555,"281,555",5.449564786655278,0.9208566108007449
06081,"San Mateo County, California",742340,"742,340",5.870603447595697,0.9726877715704532
06083,"Santa Barbara County, California",443701,"443,701",5.647091386316299,0.9494103041589075
06085,"Santa Clara County, California",1902047,"1,902,047",6.279221472576207,0.994723774053383
06087,"Santa Cruz County, California",264926,"264,926",5.423126221617226,0.9155803848541278
06089,"Shasta County, California",181436,"181,436",5.258725856358442,0.88268156424581
06091,"Sierra County, California",2746,"2,746",3.438858659420562,0.05183116076970826
06093,"Siskiyou County, California",43466,"43,466",4.638159667142625,0.6468032278088144
06095,"Solano County, California",451918,"451,918",5.6550606007286195,0.9500310366232154
06097,"Sonoma County, California",485040,"485,040",5.685778450604682,0.9537554314090627
06099,"Stanislaus County, California",553990,"553,990",5.743502709345602,0.9608938547486033
06101,"Sutter County, California",98857,"98,857",4.995011819985268,0.8054003724394786
06103,"Tehama County, California",65167,"65,167",4.814034392741923,0.7380509000620733
06105,"Trinity County, California",15860,"15,860",4.200330565124774,0.3466790813159528
06107,"Tulare County, California",478693,"478,693",5.680057984024205,0.9531346989447548
06109,"Tuolumne County, California",54498,"54,498",4.736388533497444,0.7039106145251397
06111,"Ventura County, California",837469,"837,469",5.9229692586129845,0.9773432650527623
06113,"Yolo County, California",220564,"220,564",5.343536598254576,0.9009931719428926
06115,"Yuba County, California",84507,"84,507",4.926897823640806,0.7846058348851644
08001,"Adams County, Colorado",530225,"530,225",5.724461019850636,0.9581005586592178
08003,"Alamosa County, Colorado",16581,"16,581",4.219636910808963,0.35940409683426444
08005,"Arapahoe County, Colorado",659844,"659,844",5.8194419301624425,0.9674115456238361
08007,"Archuleta County, Colorado",13900,"13,900",4.143046043337588,0.30757293606455616
08009,"Baca County, Colorado",3428,"3,428",3.535167485114944,0.06765983860955928
08011,"Bent County, Colorado",5549,"5,549",3.7442929831226763,0.11638733705772812
08013,"Boulder County, Colorado",328961,"328,961",5.517145733380195,0.931098696461825
08014,"Broomfield County, Colorado",76304,"76,304",4.882552996687036,0.7684667908131595
08015,"Chaffee County, Colorado",20178,"20,178",4.304899640332865,0.419925512104283
08017,"Cheyenne County, Colorado",1741,"1,741",3.241048150671644,0.025760397268777158
08019,"Clear Creek County, Colorado",9262,"9,262",3.966751664051378,0.21027312228429546
08021,"Conejos County, Colorado",7530,"7,530",3.8768526476013436,0.16666666666666666
08023,"Costilla County, Colorado",3607,"3,607",3.557266528869904,0.07107386716325263
08025,"Crowley County, Colorado",5647,"5,647",3.7518946880437474,0.11887026691495965
08027,"Custer County, Colorado",5247,"5,247",3.719993826367604,0.10862818125387957
08029,"Delta County, Colorado",31598,"31,598",4.499673338904676,0.5571073867163253
08031,"Denver County, Colorado",718877,"718,877",5.856655192994204,0.9717566728739913
08033,"Dolores County, Colorado",2432,"2,432",3.3861421089308186,0.04515828677839851
08035,"Douglas County, Colorado",377150,"377,150",5.5765152635670265,0.9388578522656735
08037,"Eagle County, Colorado",55135,"55,135",4.741435255767935,0.707635009310987
08039,"Elbert County, Colorado",27874,"27,874",4.445214876056217,0.5198634388578522
08041,"El Paso County, Colorado",742999,"742,999",5.870988813760575,0.972998137802607
08043,"Fremont County, Colorado",49634,"49,634",4.695788026215534,0.6840471756672873
08045,"Garfield County, Colorado",62479,"62,479",4.795741020869244,0.7299813780260708
08047,"Gilpin County, Colorado",5901,"5,901",3.7709992051639407,0.12569832402234637
08049,"Grand County, Colorado",15895,"15,895",4.201287854101759,0.3469894475481068
08051,"Gunnison County, Colorado",17241,"17,241",4.236587640756995,0.37212911235257606
08053,"Hinsdale County, Colorado",1005,"1,005",3.0025979807199086,0.0111731843575419
08055,"Huerfano County, Colorado",6972,"6,972",3.843419665204918,0.15021725636250777
08057,"Jackson County, Colorado",1372,"1,372",3.137670537236755,0.018001241464928614
08059,"Jefferson County, Colorado",579377,"579,377",5.762962000256767,0.9633767846058349
08061,"Kiowa County, Colorado",1376,"1,376",3.1389339402569236,0.01831160769708256
08063,"Kit Carson County, Colorado",7023,"7,023",3.8465845028980463,0.1511483550589696
08065,"Lake County, Colorado",7380,"7,380",3.868115205327217,0.159528243327126
08067,"La Plata County, Colorado",56331,"56,331",4.7507551706130275,0.7091868404717566
08069,"Larimer County, Colorado",367368,"367,368",5.565102506088031,0.9366852886405959
08071,"Las Animas County, Colorado",14413,"14,413",4.158784517723423,0.3196772191185599
08073,"Lincoln County, Colorado",5550,"5,550",3.7443712273318606,0.11669770328988206
08075,"Logan County, Colorado",20892,"20,892",4.320000804264728,0.43265052762259465
08077,"Mesa County, Colorado",158601,"158,601",5.200308659548339,0.8643699565487275
08079,"Mineral County, Colorado",729,729,2.863322860120456,0.005276225946617008
08081,"Moffat County, Colorado",13207,"13,207",4.120837060254737,0.2942271880819367
08083,"Montezuma County, Colorado",26412,"26,412",4.421817731364133,0.5040347610180013
08085,"Montrose County, Colorado",43807,"43,807",4.641553426453896,0.6522346368715084
08087,"Morgan County, Colorado",29520,"29,520",4.470131064774518,0.5378646803227809
08089,"Otero County, Colorado",18321,"18,321",4.2629728788053685,0.38764742396027313
08091,"Ouray County, Colorado",5087,"5,087",3.7065471026403576,0.10273122284295469
08093,"Park County, Colorado",17907,"17,907",4.253047085711407,0.3814400993171943
08095,"Phillips County, Colorado",4496,"4,496",3.652922887567942,0.0893854748603352
08097,"Pitkin County, Colorado",16985,"16,985",4.230091119748747,0.3680943513345748
08099,"Prowers County, Colorado",11910,"11,910",4.075948224644035,0.26846679081315955
08101,"Pueblo County, Colorado",169356,"169,356",5.228803151961135,0.8743016759776536
08103,"Rio Blanco County, Colorado",6544,"6,544",3.8159096508867747,0.13966480446927373
08105,"Rio Grande County, Colorado",11321,"11,321",4.053923150548575,0.25605214152700184
08107,"Routt County, Colorado",25084,"25,084",4.39941410536377,0.48541278708876473
08109,"Saguache County, Colorado",6580,"6,580",3.818291890799996,0.14059590316573556
08111,"San Juan County, Colorado",724,724,2.8603380065709936,0.004965859714463066
08113,"San Miguel County, Colorado",7968,"7,968",3.901403826825252,0.17597765363128492
08115,"Sedgwick County, Colorado",2304,"2,304",3.362670929725667,0.04019242706393544
08117,"Summit County, Colorado",31017,"31,017",4.49161379164116,0.5509000620732464
08119,"Teller County, Colorado",24825,"24,825",4.394906751054026,0.4819987585350714
08121,"Washington County, Colorado",4831,"4,831",3.6841269256130755,0.09683426443202979
08123,"Weld County, Colorado",350396,"350,396",5.544560379205452,0.9345127250155183
08125,"Yuma County, Colorado",9979,"9,979",3.999130541287371,0.22998137802607077
09110,"Capitol Planning Region, Connecticut",977290,"977,290",5.990023899314309,0.983860955927995
09120,"Greater Bridgeport Planning Region, Connecticut",329259,"329,259",5.517538973850582,0.9314090626939789
09130,"Lower Connecticut River Valley Planning Region, Connecticut",175822,"175,822",5.245075685980772,0.8792675356921167
09140,"Naugatuck Valley Planning Region, Connecticut",454969,"454,969",5.657982760912062,0.9506517690875232
09150,"Northeastern Connecticut Planning Region, Connecticut",96312,"96,312",4.98368491066784,0.8022967101179391
09160,"Northwest Hills Planning Region, Connecticut",113216,"113,216",5.053911642858173,0.8280571073867163
09170,"South Central Connecticut Planning Region, Connecticut",570598,"570,598",5.756331006201425,0.9615145872129113
09180,"Southeastern Connecticut Planning Region, Connecticut",279971,"279,971",5.447114599722411,0.9202358783364369
09190,"Western Connecticut Planning Region, Connecticut",627071,"627,071",5.797317409104199,0.9658597144630664
10001,"Kent County, Delaware",187604,"187,604",5.2732444089016415,0.8860955927995035
10003,"New Castle County, Delaware",577961,"577,961",5.761899285249545,0.9624456859093731
10005,"Sussex County, Delaware",255626,"255,626",5.4076067232411615,0.9127870887647423
11001,"District of Columbia, District of Columbia",681294,"681,294",5.833335201679192,0.9695841092489137
12001,"Alachua County, Florida",285492,"285,492",5.455595464250369,0.9217877094972067
12003,"Baker County, Florida",28430,"28,430",4.453792135344474,0.526381129733085
12005,"Bay County, Florida",186393,"186,393",5.270431928356854,0.8857852265673495
12007,"Bradford County, Florida",27885,"27,885",4.445386223032164,0.5201738050900062
12009,"Brevard County, Florida",632780,"632,780",5.8012534304785,0.9661700806952204
12011,"Broward County, Florida",1977129,"1,977,129",6.296035225927981,0.9950341402855369
12013,"Calhoun County, Florida",13492,"13,492",4.1301085203609365,0.30012414649286157
12015,"Charlotte County, Florida",201064,"201,064",5.303336478206032,0.8926132836747361
12017,"Citrus County, Florida",162472,"162,472",5.210781199620892,0.8687150837988827
12019,"Clay County, Florida",227584,"227,584",5.357143634560008,0.9028553693358162
12021,"Collier County, Florida",398291,"398,291",5.600201583359498,0.9422718808193669
12023,"Columbia County, Florida",71789,"71,789",4.856063953333099,0.7594661700806952
12027,"DeSoto County, Florida",35386,"35,386",4.548843746060195,0.5869025450031037
12029,"Dixie County, Florida",17058,"17,058",4.231953569198981,0.36933581626319056
12031,"Duval County, Florida",1023153,"1,023,153",6.009941006455697,0.9860335195530726
12033,"Escambia County, Florida",325923,"325,923",5.513116341698024,0.9301675977653632
12035,"Flagler County, Florida",126528,"126,528",5.102190075682215,0.84016139044072
12037,"Franklin County, Florida",12553,"12,553",4.098782124314692,0.2811918063314711
12039,"Gadsden County, Florida",43710,"43,710",4.640590742191187,0.6499068901303539
12041,"Gilchrist County, Florida",19040,"19,040",4.279689753033619,0.4000620732464308
12043,"Glades County, Florida",12563,"12,563",4.099127927726467,0.28165735567970207
12045,"Gulf County, Florida",15131,"15,131",4.179896332620706,0.33162631905648665
